Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,game_id,matchup,score_diff,traveling_west,traveling_east,avg_score_diff_home,avg_score_diff_away,adjusted_score_diff,w,l,w_lpercent,ps_g,pa_g,opp_win_percent,win_percent_diff
2015-10-27,Atlanta Hawks,2015-16,Oct,43,Detroit Pistons,FALSE,Atlanta,FALSE,0,No Travel,15,America/New_York,0,-,33.76,-84.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500001,ATL vs. DET,-12,FALSE,FALSE,5.902439024390244,1.3170731707317074,-17.902439024390244,0,1,0,94,106,1,-1
2015-10-27,Chicago Bulls,2015-16,Oct,43,Cleveland Cavaliers,FALSE,Chicago,TRUE,0,No Travel,15,America/Chicago,0,-,41.84,-87.68,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,21500002,CHI vs. CLE,2,FALSE,FALSE,1.6341463414634145,-4.585365853658536,0.36585365853658547,1,0,1,97,95,0,1
2015-10-27,Cleveland Cavaliers,2015-16,Oct,43,Chicago Bulls,TRUE,Chicago,FALSE,311,Cleveland - Chicago,15,America/Chicago,-1,West,41.84,-87.68,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,21500002,CLE @ CHI,-2,TRUE,FALSE,8.24390243902439,3.7560975609756095,-5.7560975609756095,0,1,0,95,97,1,-1
2015-10-27,Detroit Pistons,2015-16,Oct,43,Atlanta Hawks,TRUE,Atlanta,TRUE,600,Detroit - Atlanta,15,America/New_York,0,-,33.76,-84.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.09,21500001,DET @ ATL,12,FALSE,FALSE,5,-3.7804878048780486,15.78048780487805,1,0,1,106,94,0,1
2015-10-27,Golden State Warriors,2015-16,Oct,43,New Orleans Pelicans,FALSE,San Francisco,TRUE,0,No Travel,15,America/Los_Angeles,0,-,37.77,-122.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500003,GSW vs. NOP,16,FALSE,FALSE,14.390243902439025,7.121951219512195,1.6097560975609753,1,0,1,111,95,0,1
2015-10-27,New Orleans Pelicans,2015-16,Oct,43,Golden State Warriors,TRUE,San Francisco,FALSE,1929,New Orleans - San Francisco,15,America/Los_Angeles,-2,West,37.77,-122.45,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.51,21500003,NOP @ GSW,-16,TRUE,FALSE,-0.6585365853658537,-6.926829268292683,-9.073170731707318,0,1,0,95,111,1,-1
2015-10-28,Boston Celtics,2015-16,Oct,43,Philadelphia 76ers,FALSE,Boston,TRUE,0,No Travel,15,America/New_York,0,-,42.34,-71.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500005,BOS vs. PHI,17,FALSE,FALSE,5.560975609756097,0.8536585365853658,11.439024390243903,1,0,1,112,95,0,1
2015-10-28,Brooklyn Nets,2015-16,Oct,43,Chicago Bulls,FALSE,New York,FALSE,0,No Travel,15,America/New_York,0,-,40.67,-73.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,21500006,BKN vs. CHI,-15,FALSE,FALSE,-5.073170731707317,-9.634146341463415,-9.926829268292682,0,1,0,100,115,1,-1
2015-10-28,Charlotte Hornets,2015-16,Oct,43,Miami Heat,TRUE,Miami,FALSE,652,Charlotte - Miami,15,America/New_York,0,-,25.78,-80.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.19,21500008,CHA @ MIA,-10,FALSE,FALSE,6.365853658536586,-0.926829268292683,-9.073170731707316,0,1,0,94,104,1,-1
2015-10-28,Chicago Bulls,2015-16,Oct,43,Brooklyn Nets,TRUE,New York,TRUE,718,Chicago - New York,0,America/New_York,1,East,40.67,-73.94,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1.31,21500006,CHI @ BKN,15,FALSE,TRUE,1.6341463414634145,-4.585365853658536,19.585365853658537,2,0,1,106,97.5,0,1
